,Unnamed: 0,price,lprice,square,rooms,floor,mfloor,station,metro,ametro,dmetro,link,add,lat,lon
0,0,12000000,16.300417207752275,60.0,3,1,9,метро Аннино,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/314948168/,"Чертановская ул., 66К2",55.59693,37.585664
1,1,11499999,16.257857506376954,37.9,1,16,20,метро Аннино,19 минут пешком,1,19,https://www.cian.ru/sale/flat/315677385/,"ул. Газопровод, 15",55.589274,37.61265
2,2,36000000,17.399029496420383,120.0,4,1,9,метро Аннино,7 минут на транспорте,0,7,https://www.cian.ru/sale/flat/309425036/,"Старокачаловская ул., 14",55.569708,37.587596
3,3,13490000,16.41745922818394,48.8,2,10,12,метро Аннино,15 минут пешком,1,15,https://www.cian.ru/sale/flat/316119734/,"ул. Газопровод, 3К1",55.592418,37.604187
4,4,11900000,16.292048958081757,41.9,1,14,14,метро Аннино,16 минут пешком,1,16,https://www.cian.ru/sale/flat/316733228/,"Старобитцевская ул., 15К1",55.575022,37.586338
5,5,29900000,17.213369038360916,85.7,3,15,22,метро Аннино,14 минут пешком,1,14,https://www.cian.ru/sale/flat/313182812/,"Варшавское ш., 168",55.582925,37.581164
6,6,15500000,16.556350581889475,61.8,3,7,12,метро Аннино,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/316626043/,"Кировоградская ул., 42К1",55.601299,37.597971
7,7,48000000,17.686711568872166,169.6,4,5,6,метро Аннино,7 минут на транспорте,0,7,https://www.cian.ru/sale/flat/312833274/,"Старокачаловская ул., 14",55.569708,37.587596
8,8,10500000,16.166885815127753,38.4,1,3,17,метро Аннино,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/314859180/,"Россошанская ул., 10",55.591955,37.614123
9,9,27500000,17.1296965626368,81.4,3,2,26,метро Аннино,9 минут пешком,1,9,https://www.cian.ru/sale/flat/289774737/,"Варшавское ш., 141к7",55.589977,37.601205
10,10,18000000,16.70588231586044,47.0,1,19,25,метро Аннино,10 минут пешком,1,10,https://www.cian.ru/sale/flat/316823593/,"Варшавское ш., 141к10",55.589203,37.602714
11,11,29000000,17.182806387950748,76.2,3,2,14,метро Аннино,20 минут пешком,1,20,https://www.cian.ru/sale/flat/315611647/,"Россошанская ул., 4к5",55.591065,37.61026
12,12,10900000,16.204273347199372,39.0,2,10,12,метро Аннино,8 минут пешком,1,8,https://www.cian.ru/sale/flat/316175483/,"Варшавское ш., 145к5",55.579694,37.601043
13,13,23300000,16.963963918535928,65.3,2,3,23,метро Аннино,19 минут пешком,1,19,https://www.cian.ru/sale/flat/315658566/,"ул. Академика Янгеля, 2",55.596457,37.599822
14,14,23500000,16.972510979114386,65.3,2,3,22,метро Аннино,19 минут пешком,1,19,https://www.cian.ru/sale/flat/315455809/,"ул. Академика Янгеля, 2",55.596457,37.599822
15,15,9950000,16.113083109134777,38.1,1,3,16,метро Аннино,3 минуты пешком,1,3,https://www.cian.ru/sale/flat/316546062/,"Варшавское ш., 158К1",55.58554,37.59648
16,16,21500000,16.883563493097892,78.4,3,14,22,метро Аннино,3 минуты пешком,1,3,https://www.cian.ru/sale/flat/315631622/,"Варшавское ш., 160к1",55.583551,37.59295
17,17,15300000,16.543363386362664,67.2,3,7,12,метро Аннино,16 минут пешком,1,16,https://www.cian.ru/sale/flat/314330203/,"ул. Газопровод, 1К6",55.59424,37.603325
18,18,22698000,16.93778737284322,72.0,3,9,25,метро Аннино,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/316189582/,"Чертановская ул., 65",55.596249,37.589033
19,19,30000000,17.216707939626428,108.6,3,3,9,метро Аннино,7 минут на транспорте,0,7,https://www.cian.ru/sale/flat/315793242/,"Старокачаловская ул., 6",55.569169,37.588377
20,20,10730000,16.18855411460688,36.0,1,3,16,метро Аннино,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/316620553/,"Кировоградская ул., 44АК2",55.598914,37.593462
21,21,15800000,16.575520497997196,42.9,1,13,23,метро Аннино,19 минут пешком,1,19,https://www.cian.ru/sale/flat/314895989/,"ул. Академика Янгеля, 2",55.596457,37.599822
22,22,11200000,16.231424336265324,32.0,1,2,33,метро Аннино,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/314383845/,"Дорожная ул., 46к1",55.587026,37.612173
23,23,10350000,16.15249707767565,38.0,1,17,17,метро Аннино,18 минут пешком,1,18,https://www.cian.ru/sale/flat/299241007/,"ул. Газопровод, 13к1",55.589717,37.610404
24,24,12200000,16.316946509703484,50.4,2,5,14,метро Аннино,17 минут пешком,1,17,https://www.cian.ru/sale/flat/308935869/,"Старобитцевская ул., 7",55.573322,37.590623
25,25,10200000,16.1378982782545,35.0,1,8,12,метро Аннино,15 минут пешком,1,15,https://www.cian.ru/sale/flat/316369375/,"ул. Газопровод, 3К1",55.592418,37.604187
26,26,18500000,16.733281290048552,65.0,2,5,17,метро Аннино,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/316406349/,"Россошанская ул., 4К1",55.593253,37.611069
27,27,8000000,15.89495209964411,32.0,1,2,23,метро Аннино,14 минут пешком,1,14,https://www.cian.ru/sale/flat/308951918/,"Варшавское ш., 168",55.582925,37.581164
28,28,9950000,16.113083109134777,34.7,1,5,16,метро Аннино,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/312581759/,"Россошанская ул., 7К1А",55.594891,37.610835
29,29,16400000,16.612791892794426,47.1,2,19,26,метро Аннино,9 минут пешком,1,9,https://www.cian.ru/sale/flat/314301952/,"Варшавское ш., 141к7",55.589977,37.601205
30,30,10500000,16.166885815127753,39.1,1,3,12,метро Аннино,7 минут на транспорте,0,7,https://www.cian.ru/sale/flat/307502362/,"ул. Академика Янгеля, 14К1",55.599728,37.581586
31,31,31100000,17.252718377149463,104.5,3,4,9,метро Аннино,7 минут на транспорте,0,7,https://www.cian.ru/sale/flat/315453465/,"Старокачаловская ул., 8",55.56926,37.589464
32,32,24000000,16.99356438831222,64.7,3,12,20,метро Аннино,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/316080960/,"Дорожная ул., 46к2",55.586573,37.611724
33,33,43000000,17.576710673657836,182.9,5,9,10,метро Аннино,7 минут на транспорте,0,7,https://www.cian.ru/sale/flat/315514483/,"Старокачаловская ул., 6",55.569169,37.588377
34,34,14500000,16.489659207390805,54.0,2,12,17,метро Аннино,13 минут пешком,1,13,https://www.cian.ru/sale/flat/316393761/,"Варшавское ш., 152К4",55.592307,37.595429
35,35,11900000,16.292048958081757,48.9,2,4,9,метро Аннино,20 минут пешком,1,20,https://www.cian.ru/sale/flat/316212044/,"Россошанская ул., 2К2",55.593273,37.607412
36,36,24000000,16.99356438831222,77.6,3,2,22,метро Аннино,15 минут пешком,1,15,https://www.cian.ru/sale/flat/315828822/,"ул. Академика Янгеля, 3к2",55.593736,37.596183
37,37,15700000,16.569171270318538,64.0,3,13,16,метро Аннино,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/315566635/,"Россошанская ул., 7К1А",55.594891,37.610835
38,38,13500000,16.41820024340866,42.0,1,19,20,метро Аннино,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/313589023/,"Дорожная ул., 46к2",55.586573,37.611724
39,39,15000000,16.523560759066484,61.8,3,3,12,метро Аннино,19 минут пешком,1,19,https://www.cian.ru/sale/flat/307095806/,"Кировоградская ул., 44К1",55.596885,37.595842
40,40,10450000,16.162112536375094,33.0,1,4,12,метро Аннино,20 минут пешком,1,20,https://www.cian.ru/sale/flat/316391513/,"Кировоградская ул., 44К2",55.596874,37.593704
41,41,11000000,16.213405830762646,39.0,1,6,12,метро Аннино,19 минут пешком,1,19,https://www.cian.ru/sale/flat/315878204/,"Россошанский проезд, 8К2",55.596376,37.605014
42,42,15000000,16.523560759066484,46.0,2,24,25,метро Аннино,8 минут пешком,1,8,https://www.cian.ru/sale/flat/310661284/,"Варшавское ш., 141к9",55.588949,37.60081
43,43,16400000,16.612791892794426,63.0,3,12,12,метро Аннино,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/310900626/,"ул. Академика Янгеля, 6",55.597154,37.591943
44,44,18950000,16.75731448949271,62.0,3,9,9,метро Аннино,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/307195601/,"Чертановская ул., 66К1",55.596752,37.586958
46,46,10999000,16.213314917539254,48.0,2,1,12,метро Аннино,15 минут пешком,1,15,https://www.cian.ru/sale/flat/291272855/,"ул. Газопровод, 3К1",55.592418,37.604187
48,48,11700000,16.275099399767985,40.8,2,2,12,метро Аннино,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/316064820/,"Россошанская ул., 1К1",55.59749,37.607179
51,51,12500000,16.34123920227253,35.0,1,19,19,метро Аннино,16 минут пешком,1,16,https://www.cian.ru/sale/flat/316626796/,"Варшавское ш., 170Ек7",55.582416,37.580346
52,52,14700000,16.503358051748965,46.5,2,2,12,метро Аннино,8 минут пешком,1,8,https://www.cian.ru/sale/flat/316666990/,"Варшавское ш., 141к11",55.588115,37.601448
53,53,9350000,16.05088690126487,33.4,1,9,9,метро Аннино,17 минут пешком,1,17,https://www.cian.ru/sale/flat/312521841/,"ул. Газопровод, 11К1",55.589371,37.608634
54,54,16800000,16.636889444373487,60.0,3,9,9,метро Аннино,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/289186600/,"Чертановская ул., 66К3",55.597129,37.584398
55,55,18800000,16.749367427800177,74.2,3,14,16,метро Аннино,3 минуты пешком,1,3,https://www.cian.ru/sale/flat/308826400/,"Варшавское ш., 143К2",55.582864,37.599094
56,56,10500000,16.166885815127753,35.0,1,12,12,метро Аннино,15 минут пешком,1,15,https://www.cian.ru/sale/flat/313757139/,"ул. Газопровод, 3К1",55.592418,37.604187
57,57,12400000,16.333207030575267,60.1,3,1,9,метро Аннино,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/313019655/,"Чертановская ул., 66К2",55.59693,37.585664
58,58,15300000,16.543363386362664,65.5,3,7,12,метро Аннино,16 минут пешком,1,16,https://www.cian.ru/sale/flat/316618811/,"ул. Газопровод, 1К6",55.59424,37.603325
59,59,16600000,16.62491325332677,61.7,3,6,12,метро Аннино,20 минут пешком,1,20,https://www.cian.ru/sale/flat/315005188/,"Кировоградская ул., 44К2",55.596874,37.593704
60,60,17500000,16.67771143889374,80.5,3,13,14,метро Аннино,16 минут пешком,1,16,https://www.cian.ru/sale/flat/313616920/,"Старобитцевская ул., 15К1",55.575022,37.586338
61,61,19500000,16.785925023533974,61.3,2,5,20,метро Аннино,4 минуты пешком,1,4,https://www.cian.ru/sale/flat/315784626/,"Варшавское ш., 160к2",55.5838,37.591288
62,62,38000000,17.45309671769066,82.0,3,21,22,метро Аннино,14 минут пешком,1,14,https://www.cian.ru/sale/flat/316306593/,"Варшавское ш., 168",55.582925,37.581164
63,63,12000000,16.300417207752275,43.6,2,2,9,метро Аннино,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/311969191/,"Россошанская ул., 3К2",55.597943,37.608859
64,64,9500000,16.06680235657077,38.0,2,2,23,метро Аннино,14 минут пешком,1,14,https://www.cian.ru/sale/flat/308952282/,"Варшавское ш., 168",55.582925,37.581164
65,65,23000000,16.951004773893423,62.0,2,13,18,метро Аннино,4 минуты пешком,1,4,https://www.cian.ru/sale/flat/316010917/,"Варшавское ш., 160к2",55.5838,37.591288
66,66,15499000,16.556286063679188,42.2,1,14,24,метро Аннино,11 минут пешком,1,11,https://www.cian.ru/sale/flat/314810061/,"Варшавское ш., 139",55.591976,37.601987
67,67,21500000,16.883563493097892,74.5,3,5,17,метро Аннино,16 минут пешком,1,16,https://www.cian.ru/sale/flat/311867798/,"ул. Академика Янгеля, 3",55.594819,37.595321
68,68,19900000,16.80623028969472,55.2,2,5,25,метро Аннино,5 минут пешком,1,5,https://www.cian.ru/sale/flat/315655116/,"Варшавское ш., 141Ак1",55.585321,37.601178
69,69,24898700,17.030326151236665,92.0,4,3,14,метро Аннино,19 минут пешком,1,19,https://www.cian.ru/sale/flat/315871816/,"Старобитцевская ул., 15К3",55.575414,37.583239
70,70,15800000,16.575520497997196,46.3,1,10,25,метро Аннино,10 минут пешком,1,10,https://www.cian.ru/sale/flat/315310307/,"Варшавское ш., 141к10",55.589203,37.602714
71,71,14500000,16.489659207390805,52.7,2,4,16,метро Аннино,8 минут пешком,1,8,https://www.cian.ru/sale/flat/315352355/,"Варшавское ш., 147К2",55.579124,37.598771
72,72,25990000,17.073222406617674,72.7,3,15,16,метро Аннино,6 минут пешком,1,6,https://www.cian.ru/sale/flat/313290252/,"Варшавское ш., 154К2",55.587453,37.597163
73,73,21000000,16.860032995687696,76.4,3,15,17,метро Аннино,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/314970470/,"Россошанская ул., 10",55.591955,37.614123
74,74,12400000,16.333207030575267,38.7,1,12,12,метро Аннино,19 минут пешком,1,19,https://www.cian.ru/sale/flat/309034082/,"Россошанский проезд, 8К1",55.597108,37.604879
75,75,13000000,16.38045991542581,40.8,2,7,12,метро Аннино,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/316371370/,"Россошанская ул., 1К1",55.59749,37.607179
76,76,23300000,16.963963918535928,65.3,2,3,22,метро Аннино,19 минут пешком,1,19,https://www.cian.ru/sale/flat/316632396/,"ул. Академика Янгеля, 2",55.596457,37.599822
77,77,10550000,16.17163641788635,45.0,2,1,9,метро Аннино,20 минут пешком,1,20,https://www.cian.ru/sale/flat/313323753/,"Россошанская ул., 2К1",55.594016,37.607898
78,78,13800000,16.440179150127435,42.6,1,3,26,метро Аннино,12 минут пешком,1,12,https://www.cian.ru/sale/flat/308646666/,"Варшавское ш., 170Ек4",55.581307,37.582457
79,79,36900000,17.423722109010754,135.9,4,4,9,метро Аннино,7 минут на транспорте,0,7,https://www.cian.ru/sale/flat/283008581/,"Старокачаловская ул., 16",55.570075,37.587883
81,81,17800000,16.694709015262312,57.0,2,26,26,метро Аннино,17 минут пешком,1,17,https://www.cian.ru/sale/flat/312208358/,"Варшавское ш., 170Ек11",55.582416,37.57881
82,82,45000000,17.622173047734595,105.2,4,10,22,метро Аннино,14 минут пешком,1,14,https://www.cian.ru/sale/flat/309815449/,"Варшавское ш., 168",55.582925,37.581164
83,83,32000000,17.281246460764002,87.8,3,15,22,метро Аннино,14 минут пешком,1,14,https://www.cian.ru/sale/flat/312688100/,"Варшавское ш., 168",55.582925,37.581164
84,84,23200000,16.95966283663654,55.3,2,15,22,метро Аннино,12 минут пешком,1,12,https://www.cian.ru/sale/flat/316236224/,"Варшавское ш., 170Ек4",55.581307,37.582457
85,85,9500000,16.06680235657077,37.5,1,1,17,метро Аннино,18 минут пешком,1,18,https://www.cian.ru/sale/flat/314926950/,"ул. Газопровод, 13к1",55.589717,37.610404
86,86,21980000,16.90564350693975,73.0,3,16,16,метро Аннино,6 минут пешком,1,6,https://www.cian.ru/sale/flat/315603619/,"Варшавское ш., 145К2",55.580065,37.598169
87,87,12500000,16.34123920227253,34.0,1,10,25,метро Аннино,9 минут пешком,1,9,https://www.cian.ru/sale/flat/314179061/,"Варшавское ш., 141к8",55.589346,37.601277
88,88,19950000,16.808739701300148,55.7,2,17,25,метро Аннино,6 минут пешком,1,6,https://www.cian.ru/sale/flat/315006892/,"Варшавское ш., 141Ак3",55.58465,37.603496
89,89,23500000,16.972510979114386,65.3,2,3,22,метро Аннино,19 минут пешком,1,19,https://www.cian.ru/sale/flat/315381855/,"ул. Академика Янгеля, 2",55.596457,37.599822
90,90,18500000,16.733281290048552,74.4,3,13,16,метро Аннино,6 минут пешком,1,6,https://www.cian.ru/sale/flat/316301261/,"Варшавское ш., 145К2",55.580065,37.598169
91,91,11800000,16.283610089435893,39.0,1,7,17,метро Аннино,18 минут пешком,1,18,https://www.cian.ru/sale/flat/309022887/,"ул. Газопровод, 13к1",55.589717,37.610404
92,92,11950000,16.296241836341792,40.0,1,2,17,метро Аннино,19 минут пешком,1,19,https://www.cian.ru/sale/flat/316242727/,"ул. Газопровод, 15",55.589274,37.61265
94,94,12300000,16.325109820342647,41.0,2,2,12,метро Аннино,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/291833253/,"Россошанская ул., 1К1",55.59749,37.607179
95,95,12350000,16.32916662103826,41.7,2,1,12,метро Аннино,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/306149140/,"Россошанская ул., 13К1",55.59632,37.614509
97,97,12490000,16.34043888210176,44.2,2,5,9,метро Аннино,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/316018344/,"Чертановская ул., 66К1",55.596752,37.586958
99,99,12500000,16.34123920227253,45.0,2,5,12,метро Аннино,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/314220659/,"ул. Академика Янгеля, 8",55.597409,37.590174
100,100,12700000,16.35711255142882,47.0,2,10,12,метро Аннино,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/314868715/,"Кировоградская ул., 42К1",55.601299,37.597971
103,103,13500000,16.41820024340866,34.7,1,11,26,метро Аннино,17 минут пешком,1,17,https://www.cian.ru/sale/flat/314138813/,"Варшавское ш., 170Ек11",55.582416,37.57881
107,107,13400000,16.41076526492114,39.4,1,14,19,метро Аннино,16 минут пешком,1,16,https://www.cian.ru/sale/flat/314551095/,"Варшавское ш., 170Ек10",55.581983,37.579035
108,108,15300000,16.543363386362664,65.5,3,7,12,метро Аннино,16 минут пешком,1,16,https://www.cian.ru/sale/flat/314836411/,"ул. Газопровод, 1К6",55.59424,37.603325
109,109,15500000,16.556350581889475,39.0,2,2,23,метро Аннино,14 минут пешком,1,14,https://www.cian.ru/sale/flat/316217578/,"Варшавское ш., 168",55.582925,37.581164
110,110,22000000,16.90655301132259,74.2,3,7,16,метро Аннино,8 минут пешком,1,8,https://www.cian.ru/sale/flat/313880146/,"Варшавское ш., 149к1",55.578727,37.599229
111,111,35900000,17.396247853458508,92.0,3,17,21,метро Аннино,15 минут пешком,1,15,https://www.cian.ru/sale/flat/314968772/,"ул. Академика Янгеля, 1к1",55.594056,37.598115
112,112,32000000,17.281246460764002,81.2,4,6,25,метро Аннино,9 минут пешком,1,9,https://www.cian.ru/sale/flat/314561692/,"Варшавское ш., 141к7",55.589977,37.601205
113,113,35900000,17.396247853458508,89.4,3,17,21,метро Аннино,15 минут пешком,1,15,https://www.cian.ru/sale/flat/316641692/,"ул. Академика Янгеля, 1к1",55.594056,37.598115
114,114,11600000,16.266515656076592,46.9,2,7,9,метро Аннино,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/310669416/,"Кировоградская ул., 42К1",55.601299,37.597971
115,115,18900000,16.75467248002987,45.7,2,20,23,метро Аннино,14 минут пешком,1,14,https://www.cian.ru/sale/flat/313427353/,"Варшавское ш., 168",55.582925,37.581164
116,116,15290000,16.542709577905246,42.3,1,13,16,метро Аннино,9 минут пешком,1,9,https://www.cian.ru/sale/flat/308859725/,"Варшавское ш., 152к11",55.590144,37.597297
118,118,15300000,16.543363386362664,67.2,3,7,12,метро Аннино,16 минут пешком,1,16,https://www.cian.ru/sale/flat/310468203/,"ул. Газопровод, 1К6",55.59424,37.603325
119,119,11300000,16.240313283682568,39.0,1,11,14,метро Аннино,16 минут пешком,1,16,https://www.cian.ru/sale/flat/312824375/,"Старобитцевская ул., 15К1",55.575022,37.586338
121,121,19600000,16.791040124200745,42.8,2,5,19,метро Аннино,14 минут пешком,1,14,https://www.cian.ru/sale/flat/315941240/,"Варшавское ш., 168",55.582925,37.581164
122,122,17200000,16.660419941783683,42.8,1,16,23,метро Аннино,19 минут пешком,1,19,https://www.cian.ru/sale/flat/312743408/,"ул. Академика Янгеля, 2",55.596457,37.599822
123,123,10490000,16.16593298037248,36.6,1,1,12,метро Аннино,13 минут пешком,1,13,https://www.cian.ru/sale/flat/315874826/,"ул. Газопровод, 1К3",55.592612,37.602606
124,124,15300000,16.543363386362664,65.5,3,7,12,метро Аннино,16 минут пешком,1,16,https://www.cian.ru/sale/flat/315349012/,"ул. Газопровод, 1К6",55.59424,37.603325
126,126,50000000,17.72753356339242,134.0,3,23,25,метро Аннино,5 минут пешком,1,5,https://www.cian.ru/sale/flat/312305936/,"Варшавское ш., 141Ак1",55.585321,37.601178
127,127,13500000,16.41820024340866,34.7,1,11,26,метро Аннино,17 минут пешком,1,17,https://www.cian.ru/sale/flat/315202405/,"Варшавское ш., 170Ек11",55.582416,37.57881
128,128,38100000,17.45572484009693,86.0,3,5,22,метро Аннино,14 минут пешком,1,14,https://www.cian.ru/sale/flat/314982979/,"Варшавское ш., 168",55.582925,37.581164
130,130,30000000,17.216707939626428,96.8,4,22,26,метро Аннино,12 минут пешком,1,12,https://www.cian.ru/sale/flat/315796614/,"Варшавское ш., 170Ек4",55.581307,37.582457
132,132,29300000,17.193098073987297,85.5,3,7,16,метро Аннино,7 минут пешком,1,7,https://www.cian.ru/sale/flat/312672406/,"Варшавское ш., 141Ак4",55.584512,37.604502
133,133,16499000,16.61881033097358,58.0,2,21,22,метро Аннино,19 минут пешком,1,19,https://www.cian.ru/sale/flat/305858431/,"Старобитцевская ул., 17К3",55.575902,37.581559
134,134,29900000,17.213369038360916,85.7,3,15,22,метро Аннино,14 минут пешком,1,14,https://www.cian.ru/sale/flat/316032541/,"Варшавское ш., 168",55.582925,37.581164
135,135,20500000,16.835935444108635,56.0,2,14,26,метро Аннино,13 минут пешком,1,13,https://www.cian.ru/sale/flat/311315409/,"Варшавское ш., 170Ек1",55.582543,37.582502
193,193,76000000,18.146243898250606,106.6,3,9,12,метро Добрынинская,11 минут пешком,1,11,https://www.cian.ru/sale/flat/310431008/,"Мытная ул., 7с1",55.722142,37.618569
194,194,76000000,18.146243898250606,106.6,3,9,16,метро Добрынинская,12 минут пешком,1,12,https://www.cian.ru/sale/flat/310512370/,"Мытная ул., 7с1",55.722142,37.618569
195,195,130000000,18.683045008419857,125.0,3,2,5,метро Добрынинская,11 минут пешком,1,11,https://www.cian.ru/sale/flat/310776672/,"Большой Ордынский пер., 4С4",55.73549,37.625864
196,196,105000000,18.4694709081218,119.3,3,4,14,метро Добрынинская,12 минут пешком,1,12,https://www.cian.ru/sale/flat/314971290/,"Мытная ул., 7с1",55.722142,37.618569
197,197,14500000,16.489659207390805,42.3,2,2,9,метро Добрынинская,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/316464923/,"Дубининская ул., 65К2",55.716717,37.634865
198,198,61120000,17.92834970282254,152.8,4,5,29,метро Добрынинская,14 минут пешком,1,14,https://www.cian.ru/sale/flat/308342982/,"Мытная ул., 40к3",55.722781,37.61468
199,199,20900000,16.855259716935038,55.0,3,2,8,метро Добрынинская,17 минут пешком,1,17,https://www.cian.ru/sale/flat/315050909/,"Дубининская ул., 11С2",55.728023,37.638431
200,200,62500000,17.95067711470663,152.5,4,10,29,метро Добрынинская,14 минут пешком,1,14,https://www.cian.ru/sale/flat/314022586/,"Мытная ул., 40к3",55.722781,37.61468
201,201,60270000,17.914345025459227,143.5,4,9,29,метро Добрынинская,14 минут пешком,1,14,https://www.cian.ru/sale/flat/308347998/,"Мытная ул., 40к3",55.722781,37.61468
202,202,31300000,17.25912865551038,82.1,3,7,7,метро Добрынинская,19 минут пешком,1,19,https://www.cian.ru/sale/flat/304392513/,"Хавская ул., 3",55.71876,37.613943
203,203,62600000,17.952275836070328,156.5,4,7,29,метро Добрынинская,14 минут пешком,1,14,https://www.cian.ru/sale/flat/308449104/,"Мытная ул., 40к3",55.722781,37.61468
204,204,18500000,16.733281290048552,36.0,2,6,9,метро Добрынинская,15 минут пешком,1,15,https://www.cian.ru/sale/flat/313049027/,"Новокузнецкая ул., 35-37С1",55.733046,37.635224
205,205,60600000,17.919805451039544,144.3,4,12,29,метро Добрынинская,14 минут пешком,1,14,https://www.cian.ru/sale/flat/314022609/,"Мытная ул., 40к3",55.722781,37.61468
206,206,18900000,16.75467248002987,40.0,2,10,12,метро Добрынинская,15 минут пешком,1,15,https://www.cian.ru/sale/flat/315781248/,"Мытная ул., 46/2С1",55.720814,37.616997
207,207,60000000,17.909855120186375,96.2,4,5,5,метро Добрынинская,16 минут пешком,1,16,https://www.cian.ru/sale/flat/316529212/,"Пятницкая ул., 43С3",55.737542,37.629295
208,208,27300000,17.12239726015519,72.0,3,6,8,метро Добрынинская,9 минут пешком,1,9,https://www.cian.ru/sale/flat/314142204/,"Люсиновская ул., 36/50",55.722299,37.621543
209,209,20000000,16.811242831518264,35.0,1,6,12,метро Добрынинская,9 минут пешком,1,9,https://www.cian.ru/sale/flat/313476011/,"3-й Монетчиковский пер., 17",55.73108,37.629816
210,210,13850000,16.443795790597623,33.0,1,1,9,метро Добрынинская,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/315593855/,"Донская ул., 25С1",55.721645,37.606658
211,211,35000000,17.37085861945369,86.2,4,13,16,метро Добрынинская,3 минуты на транспорте,0,3,https://www.cian.ru/sale/flat/315953823/,"Большая Тульская ул., 2",55.709018,37.62077
212,212,120000000,18.60300230074632,135.0,4,16,22,метро Добрынинская,12 минут пешком,1,12,https://www.cian.ru/sale/flat/308210204/,"Мытная ул., 40к1",55.722948,37.616234
213,213,12690000,16.356324839690572,27.0,1,3,6,метро Добрынинская,10 минут пешком,1,10,https://www.cian.ru/sale/flat/304680237/,"пер. 1-й Хвостов, 3АС2",55.734476,37.618138
214,214,26200000,17.081269968731327,63.7,2,10,10,метро Добрынинская,6 минут пешком,1,6,https://www.cian.ru/sale/flat/313927242/,"Люсиновская ул., 29С1",55.724834,37.623151
215,215,20500000,16.835935444108635,43.5,2,3,9,метро Добрынинская,19 минут пешком,1,19,https://www.cian.ru/sale/flat/310814500/,"ул. Шаболовка, 25К1",55.722593,37.611823
216,216,15500000,16.556350581889475,34.1,1,8,16,метро Добрынинская,3 минуты на транспорте,0,3,https://www.cian.ru/sale/flat/316210248/,"Большая Тульская ул., 2",55.709018,37.62077
217,217,59000000,17.893048001869992,70.6,3,3,14,метро Добрынинская,12 минут пешком,1,12,https://www.cian.ru/sale/flat/314971588/,"Мытная ул., 7с1",55.722142,37.618569
218,218,33000000,17.312018119430753,82.0,3,10,10,метро Добрынинская,16 минут пешком,1,16,https://www.cian.ru/sale/flat/315102665/,"Люсиновская ул., 53",55.718623,37.623268
219,219,224000000,19.22715660981932,170.0,3,6,7,метро Добрынинская,8 минут пешком,1,8,https://www.cian.ru/sale/flat/311305852/,"ул. Большая Полянка, 44/2",55.732514,37.619549
220,220,32893740,17.30879292407506,89.8,2,2,14,метро Добрынинская,8 минут пешком,1,8,https://www.cian.ru/sale/flat/308945320/,"Большой Строченовский пер., 9",55.7289,37.63173
221,221,104990000,18.469375665491125,130.0,3,4,8,метро Добрынинская,8 минут пешком,1,8,https://www.cian.ru/sale/flat/315480687/,"Погорельский пер., 5С2",55.732048,37.622576
222,222,225834000,19.235310774075185,170.0,4,6,7,метро Добрынинская,8 минут пешком,1,8,https://www.cian.ru/sale/flat/312077862/,"ул. Большая Полянка, 44/2",55.732514,37.619549
223,223,75000000,18.132998671500584,100.0,2,6,6,метро Добрынинская,12 минут пешком,1,12,https://www.cian.ru/sale/flat/312575065/,"Большая Пионерская ул., 20",55.727805,37.634056
224,224,90000000,18.31532022829454,112.6,3,6,17,метро Добрынинская,11 минут пешком,1,11,https://www.cian.ru/sale/flat/304247053/,"Мытная ул., 7с1",55.722142,37.618569
225,225,13950000,16.45099006623165,45.0,1,1,3,метро Добрынинская,17 минут пешком,1,17,https://www.cian.ru/sale/flat/314150798/,"Дубининская ул., 11/17С3",55.727754,37.63853
226,226,85000000,18.258161814454592,97.5,3,3,17,метро Добрынинская,11 минут пешком,1,11,https://www.cian.ru/sale/flat/303869601/,"Мытная ул., 7с1",55.722142,37.618569
