,Unnamed: 0,price,lprice,square,rooms,floor,mfloor,station,metro,ametro,dmetro,link,add,lat,lon
10166,10166,30500000,17.23323724157764,54.0,2,2,8,метро Красносельская,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/314180878/,"ул. Стромынка, 1",55.790383,37.682574
10178,10178,19900000,16.80623028969472,60.0,2,4,4,метро Красносельская,19 минут пешком,1,19,https://www.cian.ru/sale/flat/253870055/,"2-я Рыбинская ул., 13",55.789542,37.656586
10184,10184,17600000,16.68340946000838,35.0,2,4,9,метро Красносельская,15 минут пешком,1,15,https://www.cian.ru/sale/flat/312731004/,"Спартаковский пер., 24С1",55.776016,37.680778
10190,10190,16500000,16.61887093887081,31.7,1,1,12,метро Красносельская,13 минут пешком,1,13,https://www.cian.ru/sale/flat/315790321/,"Русаковская ул., 25",55.786951,37.675855
10196,10196,33700000,17.33300839532259,66.0,2,5,10,метро Красносельская,10 минут пешком,1,10,https://www.cian.ru/sale/flat/316473537/,"Нижняя Красносельская ул., 35С48",55.774958,37.673016
10202,10202,23290000,16.963534641860523,51.4,2,2,14,метро Красносельская,4 минуты пешком,1,4,https://www.cian.ru/sale/flat/314035219/,"2-й Красносельский пер., 2",55.782258,37.665093
10208,10208,55000000,17.822843743196746,102.0,2,7,9,метро Красносельская,7 минут пешком,1,7,https://www.cian.ru/sale/flat/314671772/,"Верхняя Красносельская ул., 9",55.78487,37.661895
10214,10214,27000000,17.111347423968603,53.7,2,4,8,метро Красносельская,12 минут пешком,1,12,https://www.cian.ru/sale/flat/315111314/,"4-й Красносельский пер., 5",55.78481,37.656667
10220,10220,22990000,16.950569896739363,52.4,2,4,7,метро Красносельская,8 минут пешком,1,8,https://www.cian.ru/sale/flat/311376903/,"1-й Красносельский пер., 7-9С2",55.783812,37.669989
10226,10226,77000000,18.15931597981796,84.4,3,17,22,метро Красносельская,19 минут пешком,1,19,https://www.cian.ru/sale/flat/315662953/,"Большая Спасская ул., 35",55.776679,37.646678
10235,10235,50000000,17.72753356339242,101.0,3,4,9,метро Красносельская,18 минут пешком,1,18,https://www.cian.ru/sale/flat/312083323/,"Переведеновский пер., 6А",55.776867,37.683904
10247,10247,21000000,16.860032995687696,49.0,2,1,4,метро Красносельская,19 минут пешком,1,19,https://www.cian.ru/sale/flat/312243818/,"Налесный пер., 9/11",55.778411,37.684784
10253,10253,34900000,17.367997387172654,50.0,2,8,9,метро Красносельская,9 минут пешком,1,9,https://www.cian.ru/sale/flat/304453223/,"Нижняя Красносельская ул., 35С49",55.77555,37.672118
10259,10259,66000000,18.0051652999907,132.0,4,5,17,метро Красносельская,5 минут пешком,1,5,https://www.cian.ru/sale/flat/300845890/,"Верхняя Красносельская ул., 19с2",55.781727,37.665992
10286,10286,28000000,17.14771506813948,54.2,2,2,4,метро Красносельская,12 минут пешком,1,12,https://www.cian.ru/sale/flat/314117267/,"3-й Красносельский пер., 19С4",55.784339,37.655903
10292,10292,28500000,17.16541464523888,51.5,1,3,9,метро Красносельская,9 минут пешком,1,9,https://www.cian.ru/sale/flat/316524827/,"Нижняя Красносельская ул., 35С49",55.77555,37.672118
10298,10298,41000000,17.529082624668582,86.2,2,8,12,метро Красносельская,17 минут пешком,1,17,https://www.cian.ru/sale/flat/314975786/,"Бакунинская ул., 5",55.773707,37.6797
10304,10304,29950000,17.215039882525733,70.5,2,4,21,метро Красносельская,5 минут пешком,1,5,https://www.cian.ru/sale/flat/314210371/,"Русаковская ул., 2",55.781438,37.670798
10322,10322,66000000,18.0051652999907,132.0,3,5,14,метро Красносельская,5 минут пешком,1,5,https://www.cian.ru/sale/flat/312828955/,"Верхняя Красносельская ул., 19с2",55.781727,37.665992
10328,10328,79995000,18.19747469068495,149.6,5,5,24,метро Красносельская,16 минут пешком,1,16,https://www.cian.ru/sale/flat/314177459/,"Русаковская ул., 31",55.788576,37.678685
10337,10337,25920000,17.07052542944835,37.9,1,5,16,метро Красносельская,19 минут пешком,1,19,https://www.cian.ru/sale/flat/316506636/,"Большая Спасская ул., 10К1",55.776011,37.646274
10679,10679,19618200,16.79196826477357,70.6,3,11,14,метро Ясенево,16 минут пешком,1,16,https://www.cian.ru/sale/flat/313194388/,"Новоясеневский просп., 3В",55.612619,37.518425
10685,10685,39888450,17.501597366270286,206.6,5,2,14,метро Ясенево,13 минут пешком,1,13,https://www.cian.ru/sale/flat/313194420/,"Новоясеневский просп., 3В",55.612619,37.518425
10691,10691,27594000,17.133108915750118,125.9,3,13,14,метро Ясенево,13 минут пешком,1,13,https://www.cian.ru/sale/flat/313194415/,"Новоясеневский просп., 3В",55.612619,37.518425
10697,10697,22799884,16.94226600619243,85.8,3,8,14,метро Ясенево,16 минут пешком,1,16,https://www.cian.ru/sale/flat/313194403/,"Новоясеневский просп., 3В",55.612619,37.518425
10703,10703,17900000,16.70031127081098,73.0,4,7,9,метро Ясенево,17 минут пешком,1,17,https://www.cian.ru/sale/flat/316133165/,"Литовский бул., 3К2",55.617195,37.53561
10709,10709,34085657,17.344387237934313,172.0,4,2,14,метро Ясенево,13 минут пешком,1,13,https://www.cian.ru/sale/flat/313194417/,"Новоясеневский просп., 3В",55.612619,37.518425
10715,10715,18700000,16.744034081824815,74.0,3,14,16,метро Ясенево,7 минут пешком,1,7,https://www.cian.ru/sale/flat/307844459/,"Литовский бул., 26",55.611465,37.539239
10721,10721,9500000,16.06680235657077,32.4,1,6,9,метро Ясенево,13 минут пешком,1,13,https://www.cian.ru/sale/flat/316813831/,"Новоясеневский просп., 19К4",55.605734,37.548779
10727,10727,28662000,17.171082761600154,85.7,2,5,14,метро Ясенево,13 минут пешком,1,13,https://www.cian.ru/sale/flat/316389972/,"Новоясеневский просп., 3В",55.612619,37.518425
10733,10733,12500000,16.34123920227253,38.5,1,7,22,метро Ясенево,13 минут пешком,1,13,https://www.cian.ru/sale/flat/316663950/,"Литовский бул., 13/12",55.610906,37.545105
10739,10739,20732386,16.84720757667909,84.1,2,1,14,метро Ясенево,16 минут пешком,1,16,https://www.cian.ru/sale/flat/313194400/,"Новоясеневский просп., 3В",55.612619,37.518425
10745,10745,63500000,17.96655046386292,125.2,5,3,23,метро Ясенево,3 минуты пешком,1,3,https://www.cian.ru/sale/flat/306037248/,"Новоясеневский просп., 9",55.608816,37.535412
10751,10751,8500000,15.955576721460544,33.3,1,3,9,метро Ясенево,14 минут пешком,1,14,https://www.cian.ru/sale/flat/316236615/,"Голубинская ул., 13К1",55.6019,37.517904
10757,10757,21803390,16.89757602025689,76.6,2,13,14,метро Ясенево,13 минут пешком,1,13,https://www.cian.ru/sale/flat/313194408/,"Новоясеневский просп., 3В",55.612619,37.518425
10769,10769,16400000,16.612791892794426,59.0,2,10,22,метро Ясенево,13 минут пешком,1,13,https://www.cian.ru/sale/flat/316819248/,"Литовский бул., 13/12",55.610906,37.545105
10775,10775,20800000,16.850463544671545,54.0,1,5,14,метро Ясенево,16 минут пешком,1,16,https://www.cian.ru/sale/flat/311348093/,"Новоясеневский просп., 3В",55.612619,37.518425
10781,10781,19985000,16.81049255012756,64.0,2,14,22,метро Ясенево,9 минут пешком,1,9,https://www.cian.ru/sale/flat/316481274/,"Ясногорская ул., 21К1",55.599097,37.531217
10787,10787,15000000,16.523560759066484,63.1,4,8,9,метро Ясенево,15 минут пешком,1,15,https://www.cian.ru/sale/flat/308856199/,"ул. Рокотова, 8К2",55.611084,37.549103
10793,10793,19000000,16.759949537130716,82.0,3,8,17,метро Ясенево,14 минут пешком,1,14,https://www.cian.ru/sale/flat/312867128/,"Новоясеневский просп., 12К1",55.609746,37.516781
10799,10799,20940000,16.857171763406665,77.1,3,8,13,метро Ясенево,16 минут пешком,1,16,https://www.cian.ru/sale/flat/313179651/,"Новоясеневский просп., 3В",55.612619,37.518425
10805,10805,32400000,17.293668980762558,121.0,4,13,14,метро Ясенево,16 минут пешком,1,16,https://www.cian.ru/sale/flat/310019607/,"Новоясеневский просп., 3В",55.612619,37.518425
10811,10811,19000000,16.759949537130716,67.7,3,3,9,метро Ясенево,14 минут пешком,1,14,https://www.cian.ru/sale/flat/316645975/,"Литовский бул., 11К5",55.613961,37.544414
10817,10817,24730000,17.023527639497598,85.0,3,12,14,метро Ясенево,16 минут пешком,1,16,https://www.cian.ru/sale/flat/311786068/,"Новоясеневский просп., 3В",55.612619,37.518425
10823,10823,29000000,17.182806387950748,77.3,3,22,22,метро Ясенево,12 минут пешком,1,12,https://www.cian.ru/sale/flat/316596162/,"Вильнюсская ул., 6",55.604193,37.521327
10829,10829,12450000,16.33723118087499,32.7,1,9,9,метро Ясенево,7 минут на транспорте,0,7,https://www.cian.ru/sale/flat/312474825/,"ул. Теплый Стан, 8",55.628312,37.4872
10835,10835,10900000,16.204273347199372,44.1,2,7,9,метро Ясенево,14 минут пешком,1,14,https://www.cian.ru/sale/flat/316342925/,"Голубинская ул., 13К1",55.6019,37.517904
10841,10841,13300000,16.40327459319198,50.7,3,9,9,метро Ясенево,16 минут пешком,1,16,https://www.cian.ru/sale/flat/316501530/,"Голубинская ул., 3К1",55.608516,37.513772
10847,10847,19000000,16.759949537130716,58.0,2,13,22,метро Ясенево,12 минут пешком,1,12,https://www.cian.ru/sale/flat/316827209/,"Литовский бул., 1",55.613931,37.530768
10853,10853,22800000,16.94227109392467,76.2,3,11,16,метро Ясенево,16 минут пешком,1,16,https://www.cian.ru/sale/flat/316512690/,"Новоясеневский просп., 25/20",55.602505,37.555382
10859,10859,16300000,16.60667566577699,58.0,2,4,22,метро Ясенево,11 минут пешком,1,11,https://www.cian.ru/sale/flat/312348856/,"Литовский бул., 5/10",55.613778,37.535763
10865,10865,18500000,16.733281290048552,77.1,3,2,17,метро Ясенево,9 минут пешком,1,9,https://www.cian.ru/sale/flat/314917994/,"Новоясеневский просп., 38К1",55.60279,37.545069
10871,10871,17200000,16.660419941783683,75.0,3,3,9,метро Ясенево,20 минут пешком,1,20,https://www.cian.ru/sale/flat/314636222/,"проезд Карамзина, 1К1",55.593365,37.535332
10880,10880,11600000,16.266515656076592,44.4,2,2,9,метро Ясенево,10 минут пешком,1,10,https://www.cian.ru/sale/flat/313904919/,"ул. Паустовского, 3",55.600954,37.541916
10886,10886,17100000,16.654589021472887,57.6,2,5,22,метро Ясенево,6 минут пешком,1,6,https://www.cian.ru/sale/flat/314427411/,"Ясногорская ул., 17К2",55.60136,37.532726
10892,10892,7990000,15.893701317742458,36.8,1,1,16,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/315869983/,"ул. Инессы Арманд, 8/17",55.589773,37.544593
10898,10898,14900000,16.51687177091569,60.3,3,5,9,метро Ясенево,15 минут пешком,1,15,https://www.cian.ru/sale/flat/316341323/,"Новоясеневский просп., 21К3",55.605027,37.552885
10907,10907,15500000,16.556350581889475,59.0,3,4,9,метро Ясенево,6 минут пешком,1,6,https://www.cian.ru/sale/flat/316618054/,"Новоясеневский просп., 32К3",55.602123,37.538161
10913,10913,13200000,16.3957273875566,38.5,1,7,22,метро Ясенево,10 минут пешком,1,10,https://www.cian.ru/sale/flat/316449903/,"Литовский бул., 9/7",55.612619,37.541144
10919,10919,9500000,16.06680235657077,33.0,1,3,9,метро Ясенево,10 минут пешком,1,10,https://www.cian.ru/sale/flat/298771011/,"Новоясеневский просп., 14К2",55.606095,37.520734
10925,10925,9500000,16.06680235657077,32.9,1,3,9,метро Ясенево,20 минут пешком,1,20,https://www.cian.ru/sale/flat/316555510/,"проезд Карамзина, 1К1",55.593365,37.535332
10931,10931,13200000,16.3957273875566,37.7,1,4,22,метро Ясенево,5 минут пешком,1,5,https://www.cian.ru/sale/flat/316236706/,"Ясногорская ул., 17К1",55.602118,37.533248
10937,10937,21500000,16.883563493097892,75.1,3,13,16,метро Ясенево,18 минут пешком,1,18,https://www.cian.ru/sale/flat/316813301/,"Голубинская ул., 24К1",55.596015,37.537389
10943,10943,22890000,16.946210691928748,75.2,3,7,16,метро Ясенево,3 минуты пешком,1,3,https://www.cian.ru/sale/flat/315316012/,"Новоясеневский просп., 22К1",55.60667,37.527184
10949,10949,9400000,16.056220247240233,32.6,1,3,9,метро Ясенево,15 минут пешком,1,15,https://www.cian.ru/sale/flat/315714930/,"ул. Рокотова, 7К2",55.609523,37.549759
10955,10955,14500000,16.489659207390805,58.8,3,6,9,метро Ясенево,14 минут пешком,1,14,https://www.cian.ru/sale/flat/313307465/,"ул. Рокотова, 8К5",55.612868,37.546767
10964,10964,15000000,16.523560759066484,51.1,3,4,9,метро Ясенево,10 минут пешком,1,10,https://www.cian.ru/sale/flat/315938874/,"ул. Паустовского, 3",55.600954,37.541916
10970,10970,13500000,16.41820024340866,53.6,2,17,17,метро Ясенево,19 минут пешком,1,19,https://www.cian.ru/sale/flat/315929506/,"Вильнюсская ул., 15",55.597673,37.519027
10976,10976,10900000,16.204273347199372,44.8,2,1,9,метро Ясенево,9 минут пешком,1,9,https://www.cian.ru/sale/flat/316124805/,"Тарусская ул., 4",55.611643,37.533688
10982,10982,14500000,16.489659207390805,51.4,2,17,17,метро Ясенево,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/308771840/,"Профсоюзная ул., 146К1",55.623631,37.507017
10988,10988,17000000,16.64872390202049,66.3,3,2,9,метро Ясенево,4 минуты пешком,1,4,https://www.cian.ru/sale/flat/295691086/,"Новоясеневский просп., 13К1",55.60578,37.538341
10994,10994,13000000,16.38045991542581,39.2,1,7,22,метро Ясенево,9 минут пешком,1,9,https://www.cian.ru/sale/flat/314434056/,"Тарусская ул., 22К1",55.600709,37.527786
11000,11000,14799000,16.510070168883985,58.6,3,3,9,метро Ясенево,9 минут пешком,1,9,https://www.cian.ru/sale/flat/315811994/,"Ясногорская ул., 3",55.609975,37.54109
11006,11006,11500000,16.25785759333348,32.4,1,8,9,метро Ясенево,9 минут пешком,1,9,https://www.cian.ru/sale/flat/316154788/,"Ясногорская ул., 3",55.609975,37.54109
11012,11012,15000000,16.523560759066484,57.1,3,6,9,метро Ясенево,17 минут пешком,1,17,https://www.cian.ru/sale/flat/315913359/,"Литовский бул., 3К2",55.617195,37.53561
11018,11018,19200000,16.77042083699801,58.3,2,9,22,метро Ясенево,10 минут пешком,1,10,https://www.cian.ru/sale/flat/313604131/,"Литовский бул., 9/7",55.612619,37.541144
11024,11024,13800000,16.440179150127435,44.6,2,5,9,метро Ясенево,2 минуты пешком,1,2,https://www.cian.ru/sale/flat/314803836/,"Новоясеневский просп., 5К1",55.607845,37.53084
11030,11030,8900000,16.00156183470237,33.0,1,5,9,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/316282347/,"ул. Инессы Арманд, 4К2",55.592479,37.544009
11036,11036,12400000,16.333207030575267,54.0,2,1,16,метро Ясенево,14 минут пешком,1,14,https://www.cian.ru/sale/flat/304029001/,"Новоясеневский просп., 12К1",55.609746,37.516781
11042,11042,12000000,16.300417207752275,36.0,1,2,16,метро Ясенево,10 минут пешком,1,10,https://www.cian.ru/sale/flat/315714933/,"Литовский бул., 18",55.612731,37.535044
11048,11048,11970000,16.297914077534156,41.0,2,9,9,метро Ясенево,15 минут пешком,1,15,https://www.cian.ru/sale/flat/316833757/,"Новоясеневский просп., 21К3",55.605027,37.552885
11057,11057,15500000,16.556350581889475,53.8,2,2,16,метро Ясенево,9 минут пешком,1,9,https://www.cian.ru/sale/flat/313289509/,"Новоясеневский просп., 38К1",55.60279,37.545069
11063,11063,13500000,16.41820024340866,49.9,3,2,9,метро Ясенево,12 минут пешком,1,12,https://www.cian.ru/sale/flat/316416632/,"Голубинская ул., 19",55.600791,37.522854
11069,11069,9500000,16.06680235657077,33.0,1,9,9,метро Ясенево,11 минут пешком,1,11,https://www.cian.ru/sale/flat/314887913/,"Голубинская ул., 19",55.600791,37.522854
11075,11075,20200000,16.821193162371433,76.6,3,2,16,метро Ясенево,18 минут пешком,1,18,https://www.cian.ru/sale/flat/315461068/,"ул. Рокотова, 1/12",55.611089,37.554798
11081,11081,13900000,16.44739939810092,59.1,3,9,9,метро Ясенево,19 минут пешком,1,19,https://www.cian.ru/sale/flat/315050835/,"Соловьиный проезд, 8",55.614358,37.549785
11087,11087,19450000,16.783357628028728,75.0,3,10,16,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/305248093/,"Голубинская ул., 32/2",55.594387,37.544944
11093,11093,18500000,16.733281290048552,70.0,3,4,9,метро Ясенево,18 минут пешком,1,18,https://www.cian.ru/sale/flat/286564766/,"ул. Рокотова, 3К2",55.610112,37.553612
11099,11099,11500000,16.25785759333348,44.0,2,3,9,метро Ясенево,15 минут пешком,1,15,https://www.cian.ru/sale/flat/311638014/,"ул. Рокотова, 7К2",55.609523,37.549759
11105,11105,14500000,16.489659207390805,38.8,1,16,22,метро Ясенево,11 минут пешком,1,11,https://www.cian.ru/sale/flat/314529747/,"Литовский бул., 5/10",55.613778,37.535763
11114,11114,23500000,16.972510979114386,75.7,3,10,16,метро Ясенево,10 минут пешком,1,10,https://www.cian.ru/sale/flat/310836885/,"Вильнюсская ул., 7К2",55.602647,37.523824
11120,11120,9990000,16.117095150624735,32.8,1,7,9,метро Ясенево,17 минут пешком,1,17,https://www.cian.ru/sale/flat/316276020/,"Литовский бул., 3К2",55.617195,37.53561
11126,11126,12400000,16.333207030575267,54.0,2,16,16,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/314967753/,"проезд Одоевского, 7К6",55.599784,37.510385
11132,11132,20300000,16.826131444012017,65.0,3,10,16,метро Ясенево,7 минут на транспорте,0,7,https://www.cian.ru/sale/flat/310773246/,"Профсоюзная ул., 142К3",55.62639,37.506397
11138,11138,16800000,16.636889444373487,54.2,2,13,16,метро Ясенево,3 минуты пешком,1,3,https://www.cian.ru/sale/flat/310867175/,"Новоясеневский просп., 22К1",55.60667,37.527184
11144,11144,17800000,16.694709015262312,58.9,3,4,9,метро Ясенево,13 минут пешком,1,13,https://www.cian.ru/sale/flat/314058830/,"Новоясеневский просп., 40К3",55.600435,37.545905
11150,11150,13990000,16.453853346641665,58.8,3,6,9,метро Ясенево,16 минут пешком,1,16,https://www.cian.ru/sale/flat/313668145/,"Голубинская ул., 7К5",55.604147,37.515694
11156,11156,14400000,16.48273876454623,59.0,3,6,9,метро Ясенево,13 минут пешком,1,13,https://www.cian.ru/sale/flat/316539938/,"Новоясеневский просп., 19К4",55.605734,37.548779
11162,11162,19900000,16.80623028969472,71.2,3,2,9,метро Ясенево,13 минут пешком,1,13,https://www.cian.ru/sale/flat/314630502/,"Новоясеневский просп., 19К4",55.605734,37.548779
11168,11168,13999000,16.454496456456962,53.6,2,15,16,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/315825268/,"проезд Карамзина, 13К1",55.590679,37.541494
11174,11174,20500000,16.835935444108635,57.9,2,3,22,метро Ясенево,2 минуты пешком,1,2,https://www.cian.ru/sale/flat/314691975/,"Тарусская ул., 14К1",55.605236,37.530795
11180,11180,17000000,16.64872390202049,73.1,3,7,9,метро Ясенево,17 минут пешком,1,17,https://www.cian.ru/sale/flat/315777135/,"ул. Айвазовского, 5К1",55.61657,37.541997
11186,11186,16500000,16.61887093887081,68.2,3,9,9,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/311998331/,"ул. Инессы Арманд, 4К1",55.591783,37.545087
11192,11192,14500000,16.489659207390805,53.4,2,13,17,метро Ясенево,20 минут пешком,1,20,https://www.cian.ru/sale/flat/309362902/,"Вильнюсская ул., 17",55.59693,37.518623
11198,11198,18500000,16.733281290048552,76.0,3,3,9,метро Ясенево,15 минут пешком,1,15,https://www.cian.ru/sale/flat/316197807/,"ул. Айвазовского, 5К1",55.61657,37.541997
11204,11204,16300000,16.60667566577699,58.6,3,3,9,метро Ясенево,6 минут пешком,1,6,https://www.cian.ru/sale/flat/315639578/,"Литовский бул., 46К2",55.606766,37.540739
11210,11210,17000000,16.64872390202049,73.8,3,1,16,метро Ясенево,10 минут пешком,1,10,https://www.cian.ru/sale/flat/307440265/,"Литовский бул., 18",55.612731,37.535044
11216,11216,12500000,16.34123920227253,50.2,3,1,9,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/305963443/,"ул. Инессы Арманд, 4К2",55.592479,37.544009
11222,11222,11000000,16.213405830762646,43.2,2,1,9,метро Ясенево,20 минут пешком,1,20,https://www.cian.ru/sale/flat/315315835/,"Голубинская ул., 9",55.60312,37.512865
11226,11226,9500000,16.06680235657077,32.1,1,7,8,метро Ясенево,14 минут пешком,1,14,https://www.cian.ru/sale/flat/312583843/,"Новоясеневский просп., 12К3",55.607473,37.516952
11232,11232,12550000,16.34523122354207,39.0,1,21,22,метро Ясенево,12 минут пешком,1,12,https://www.cian.ru/sale/flat/314239422/,"Вильнюсская ул., 6",55.604193,37.521327
11238,11238,15500000,16.556350581889475,54.3,2,11,16,метро Ясенево,10 минут пешком,1,10,https://www.cian.ru/sale/flat/316013121/,"Вильнюсская ул., 7К2",55.602647,37.523824
11244,11244,24000000,16.99356438831222,76.0,3,16,16,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/314430619/,"проезд Карамзина, 9К1",55.591218,37.538889
11250,11250,9200000,16.034714042019267,32.5,1,4,9,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/308881010/,"ул. Инессы Арманд, 4К2",55.592479,37.544009
11256,11256,9500000,16.06680235657077,32.7,1,5,9,метро Ясенево,12 минут пешком,1,12,https://www.cian.ru/sale/flat/315505905/,"Голубинская ул., 19",55.600791,37.522854
11262,11262,21000000,16.860032995687696,79.4,3,3,16,метро Ясенево,14 минут пешком,1,14,https://www.cian.ru/sale/flat/312958936/,"Новоясеневский просп., 12К1",55.609746,37.516781
11268,11268,17700000,16.689075197544057,69.0,3,5,9,метро Ясенево,17 минут пешком,1,17,https://www.cian.ru/sale/flat/314202387/,"Литовский бул., 3К2",55.617195,37.53561
11274,11274,17500000,16.67771143889374,59.0,3,6,9,метро Ясенево,15 минут пешком,1,15,https://www.cian.ru/sale/flat/314429574/,"Литовский бул., 15К5",55.607117,37.549848
11280,11280,19900000,16.80623028969472,58.3,2,2,22,метро Ясенево,2 минуты пешком,1,2,https://www.cian.ru/sale/flat/316210976/,"Тарусская ул., 14К1",55.605236,37.530795
11286,11286,15000000,16.523560759066484,60.8,3,9,9,метро Ясенево,6 минут пешком,1,6,https://www.cian.ru/sale/flat/315807891/,"Литовский бул., 46К2",55.606766,37.540739
11292,11292,14490000,16.488969314296867,54.5,2,13,16,метро Ясенево,18 минут пешком,1,18,https://www.cian.ru/sale/flat/316124426/,"Голубинская ул., 24К1",55.596015,37.537389
11298,11298,8800000,15.990262279448435,32.6,1,3,9,метро Ясенево,20 минут пешком,1,20,https://www.cian.ru/sale/flat/316637881/,"проезд Карамзина, 1К3",55.593731,37.538269
11304,11304,15900000,16.58182966719046,58.5,3,2,9,метро Ясенево,15 минут пешком,1,15,https://www.cian.ru/sale/flat/313445907/,"Голубинская ул., 15/10",55.600923,37.518479
11310,11310,12500000,16.34123920227253,45.9,2,1,9,метро Ясенево,15 минут пешком,1,15,https://www.cian.ru/sale/flat/306380207/,"Новоясеневский просп., 21К3",55.605027,37.552885
11316,11316,13300000,16.40327459319198,43.9,2,1,9,метро Ясенево,4 минуты пешком,1,4,https://www.cian.ru/sale/flat/315906220/,"Новоясеневский просп., 13К1",55.60578,37.538341
11322,11322,14290000,16.47507054990605,44.1,2,5,9,метро Ясенево,19 минут пешком,1,19,https://www.cian.ru/sale/flat/316063648/,"Соловьиный проезд, 8",55.614358,37.549785
11331,11331,10000000,16.11809565095832,32.0,1,6,9,метро Ясенево,16 минут пешком,1,16,https://www.cian.ru/sale/flat/310513291/,"Голубинская ул., 7К5",55.604147,37.515694
11337,11337,16990000,16.648135493648116,65.7,3,6,9,метро Ясенево,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/311626186/,"ул. Генерала Тюленева, 39",55.614846,37.495159
11343,11343,12000000,16.300417207752275,35.0,1,6,17,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/316402113/,"ул. Инессы Арманд, 7",55.591549,37.547908
11349,11349,11850000,16.287838425545413,44.4,2,7,9,метро Ясенево,14 минут пешком,1,14,https://www.cian.ru/sale/flat/314801211/,"Литовский бул., 11К5",55.613961,37.544414
11355,11355,13300000,16.40327459319198,46.2,2,1,9,метро Ясенево,4 минуты пешком,1,4,https://www.cian.ru/sale/flat/312151568/,"Новоясеневский просп., 22К3",55.6049,37.528055
11361,11361,13600000,16.42558035070628,46.8,1,2,9,метро Ясенево,8 минут пешком,1,8,https://www.cian.ru/sale/flat/315818312/,"Литовский бул., 46К1",55.606624,37.543596
11367,11367,11000000,16.213405830762646,44.2,2,3,9,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/315724570/,"ул. Инессы Арманд, 4К2",55.592479,37.544009
11373,11373,9200000,16.034714042019267,29.8,1,1,9,метро Ясенево,14 минут пешком,1,14,https://www.cian.ru/sale/flat/312772892/,"ул. Рокотова, 8К5",55.612868,37.546767
11379,11379,9950000,16.113083109134777,32.0,1,6,9,метро Ясенево,15 минут пешком,1,15,https://www.cian.ru/sale/flat/315037586/,"Литовский бул., 15К5",55.607117,37.549848
11388,11388,21300000,16.874217630679652,82.0,3,6,24,метро Ясенево,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/310425762/,"проезд Одоевского, 11К7",55.598095,37.512425
11394,11394,9700000,16.08763644347361,29.1,1,4,9,метро Ясенево,14 минут пешком,1,14,https://www.cian.ru/sale/flat/312992243/,"ул. Рокотова, 8К5",55.612868,37.546767
11400,11400,9950000,16.113083109134777,32.0,1,6,9,метро Ясенево,15 минут пешком,1,15,https://www.cian.ru/sale/flat/314646716/,"Литовский бул., 15К5",55.607117,37.549848
11406,11406,9200000,16.034714042019267,32.6,1,4,9,метро Ясенево,20 минут пешком,1,20,https://www.cian.ru/sale/flat/315000017/,"Голубинская ул., 9",55.60312,37.512865
11412,11412,16500000,16.61887093887081,54.0,2,16,16,метро Ясенево,18 минут пешком,1,18,https://www.cian.ru/sale/flat/315947412/,"ул. Рокотова, 2/10",55.612243,37.554726
11418,11418,9500000,16.06680235657077,33.0,1,6,9,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/303258497/,"ул. Инессы Арманд, 4К2",55.592479,37.544009
11424,11424,8800000,15.990262279448435,32.6,1,3,9,метро Ясенево,19 минут пешком,1,19,https://www.cian.ru/sale/flat/316073026/,"проезд Карамзина, 1К3",55.593731,37.538269
11430,11430,21700000,16.892822818510687,80.0,2,2,13,метро Ясенево,16 минут пешком,1,16,https://www.cian.ru/sale/flat/309077271/,"Новоясеневский просп., 3В",55.612619,37.518425
11436,11436,16500000,16.61887093887081,60.0,2,14,16,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/315804222/,"ул. Инессы Арманд, 11",55.590139,37.547495
11442,11442,16995000,16.648429741112352,66.3,3,2,9,метро Ясенево,4 минуты пешком,1,4,https://www.cian.ru/sale/flat/316291939/,"Новоясеневский просп., 13К1",55.60578,37.538341
11448,11448,13000000,16.38045991542581,45.0,2,3,9,метро Ясенево,13 минут пешком,1,13,https://www.cian.ru/sale/flat/314553496/,"Голубинская ул., 25К1",55.597495,37.534263
11454,11454,15100000,16.530205301785152,51.0,3,3,9,метро Ясенево,6 минут пешком,1,6,https://www.cian.ru/sale/flat/315581893/,"Вильнюсская ул., 3К1",55.605439,37.523824
