price,lprice,square,rooms,floor,mfloor,station,metro,ametro,dmetro,link
26000000,17.073607095985757,84.0,3,1,8,метро Проспект Вернадского,19 минут пешком,1,19,https://www.cian.ru/sale/flat/316632363/
20950000,16.85764920433242,57.2,2,18,18,метро Щукинская,6 минут пешком,1,6,https://www.cian.ru/sale/flat/316816762/
25990000,17.073222406617674,60.0,3,3,9,метро Москва-Сити,15 минут пешком,1,15,https://www.cian.ru/sale/flat/314303089/
49751559,17.72255235776131,87.0,3,38,43,метро Тимирязевская,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/308022989/
22000000,16.90655301132259,39.4,1,2,27,метро Серпуховская,18 минут пешком,1,18,https://www.cian.ru/sale/flat/314069327/
26500000,17.09265529095645,61.5,2,5,7,метро Белорусская,14 минут пешком,1,14,https://www.cian.ru/sale/flat/312069614/
39600000,17.49433967622471,45.8,2,3,7,метро Белорусская,14 минут пешком,1,14,https://www.cian.ru/sale/flat/306821480/
15600000,16.562781472219765,54.0,2,3,16,метро Тропарёво,7 минут на транспорте,0,7,https://www.cian.ru/sale/flat/316798040/
6500000,15.687312734865866,45.2,2,4,9,метро Свиблово,17 минут на транспорте,0,17,https://mytishchi.cian.ru/sale/flat/316446509/
13244544,16.399096252009578,38.4,2,23,30,метро Улица Горчакова,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/316589453/
27999999,17.147715032425193,50.0,1,5,44,метро Краснопресненская,13 минут пешком,1,13,https://www.cian.ru/sale/flat/315936373/
12900000,16.3727378693319,56.5,2,2,26,метро Лермонтовский проспект,6 минут на транспорте,0,6,https://lyubertsy.cian.ru/sale/flat/312304246/
37540200,17.44092291675895,118.3,3,14,16,метро Бульвар Рокоссовского,7 минут на транспорте,0,7,https://www.cian.ru/sale/flat/297027112/
21350075,16.8765658105133,67.7,2,4,30,метро Улица Академика Янгеля,12 минут пешком,1,12,https://www.cian.ru/sale/flat/307195810/
26093072,17.0771803964443,96.1,4,20,21,метро Коммунарка,15 минут пешком,1,15,https://www.cian.ru/sale/flat/315218920/
25000000,17.034386382832476,60.0,2,6,20,метро Спартак,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/316192573/
52700000,17.78012601351159,70.9,2,19,44,метро Краснопресненская,13 минут пешком,1,13,https://www.cian.ru/sale/flat/315589484/
18000000,16.70588231586044,122.0,4,4,4,метро Рижская,79 минут на транспорте,0,79,https://www.cian.ru/sale/flat/316237656/
43000000,17.576710673657836,101.1,3,9,9,метро Академическая,7 минут пешком,1,7,https://www.cian.ru/sale/flat/315929775/
9900000,16.108045315104818,32.5,1,5,9,метро Лианозово,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/316062590/
14000000,16.454567887579532,65.0,3,5,9,метро Генерала Тюленева,18 минут пешком,1,18,https://www.cian.ru/sale/flat/316510457/
27594000,17.133108915750118,125.9,3,13,14,метро Коньково,3 минуты на транспорте,0,3,https://www.cian.ru/sale/flat/313194415/
39600000,17.49433967622471,45.8,2,3,7,метро Улица 1905 года,13 минут пешком,1,13,https://www.cian.ru/sale/flat/306821480/
13200000,16.3957273875566,50.0,2,5,9,метро Рязанский проспект,18 минут пешком,1,18,https://www.cian.ru/sale/flat/315211089/
32900000,17.3089832157356,79.0,3,6,8,метро Тургеневская,13 минут пешком,1,13,https://www.cian.ru/sale/flat/316447895/
8499999,15.95557660381348,40.0,2,3,5,метро Тульская,18 минут пешком,1,18,https://www.cian.ru/sale/flat/293054575/
19900000,16.80623028969472,58.3,2,2,22,метро Новоясеневская,20 минут пешком,1,20,https://www.cian.ru/sale/flat/316210976/
78500000,18.17860918275264,80.0,2,9,12,метро Менделеевская,20 минут пешком,1,20,https://www.cian.ru/sale/flat/314961178/
32599000,17.299792171019828,54.6,2,2,42,метро Фили,6 минут пешком,1,6,https://www.cian.ru/sale/flat/314840840/
17499000,16.677654294403883,72.2,3,14,17,метро Улица Горчакова,15 минут пешком,1,15,https://www.cian.ru/sale/flat/315594118/
16200000,16.600521800202614,71.6,3,9,18,метро Ботанический сад,19 минут пешком,1,19,https://www.cian.ru/sale/flat/316595546/
35500000,17.385043254445645,57.9,3,1,9,метро Сретенский бульвар,18 минут пешком,1,18,https://www.cian.ru/sale/flat/314331391/
25820755,17.066689183853793,59.3,2,2,12,метро Бульвар Рокоссовского,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/315680891/
20800000,16.850463544671545,53.7,2,2,8,метро Динамо,13 минут пешком,1,13,https://www.cian.ru/sale/flat/316627356/
14500000,16.489659207390805,69.6,2,3,20,метро Кантемировская,8 минут на транспорте,0,8,https://www.cian.ru/sale/flat/315129983/
35000000,17.37085861945369,77.3,2,6,21,метро Площадь Ильича,13 минут пешком,1,13,https://www.cian.ru/sale/flat/308830578/
95000000,18.36938744956481,95.4,4,5,5,метро Театральная,9 минут пешком,1,9,https://www.cian.ru/sale/flat/316640764/
4000000,15.201804919084164,58.4,2,2,12,метро Аннино,95 минут на транспорте,0,95,https://serpukhov.cian.ru/sale/flat/314890877/
25000000,17.034386382832476,51.0,2,2,12,метро Сухаревская,11 минут пешком,1,11,https://www.cian.ru/sale/flat/315905967/
13000000,16.38045991542581,32.0,1,3,9,метро Комсомольская,18 минут пешком,1,18,https://www.cian.ru/sale/flat/316435918/
20428905,16.832461367706884,60.9,3,2,30,метро Окская,15 минут пешком,1,15,https://www.cian.ru/sale/flat/316584490/
11999000,16.300333870946528,59.8,2,18,23,метро Улица Старокачаловская,8 минут на транспорте,0,8,https://vidnoye.cian.ru/sale/flat/314083074/
16349569,16.609712094103813,53.9,1,28,28,метро Строгино,7 минут на транспорте,0,7,https://krasnogorsk.cian.ru/sale/flat/316147057/
9800000,16.0978929436408,34.0,1,4,17,метро Пыхтино,10 минут пешком,1,10,https://www.cian.ru/sale/flat/315778912/
34990000,17.37057286434387,94.1,3,3,22,метро Борисово,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/300418667/
12300000,16.325109820342647,94.0,3,2,3,метро Новокосино,9 минут на транспорте,0,9,https://balashikha.cian.ru/sale/flat/314950085/
42500000,17.565014633894645,92.7,2,6,7,метро Алексеевская,9 минут пешком,1,9,https://www.cian.ru/sale/flat/314832827/
31000000,17.24949776244942,40.0,2,6,41,метро Кутузовская,18 минут пешком,1,18,https://www.cian.ru/sale/flat/316745087/
12800000,16.364955728889846,44.0,2,7,9,метро Чертановская,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/313047776/
48140000,17.6896239903192,79.9,3,28,35,метро Аминьевская,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/316413206/
22200000,16.915602846842507,72.9,3,7,14,метро Кожуховская,12 минут пешком,1,12,https://www.cian.ru/sale/flat/316592177/
57500000,17.86729550576758,68.0,2,3,28,метро Красносельская,19 минут пешком,1,19,https://www.cian.ru/sale/flat/314304135/
11000000,16.213405830762646,63.1,2,4,20,метро Планерная,9 минут на транспорте,0,9,https://krasnogorsk.cian.ru/sale/flat/310283297/
141538950,18.76808550218677,108.6,4,5,13,метро Лубянка,16 минут пешком,1,16,https://www.cian.ru/sale/flat/310665731/
33900000,17.33892557235068,55.0,2,2,8,метро Новослободская,14 минут пешком,1,14,https://www.cian.ru/sale/flat/316580621/
22300000,16.920097236430347,64.2,3,8,9,метро Университет дружбы народов,14 минут пешком,1,14,https://www.cian.ru/sale/flat/313274014/
41308000,17.53656674377343,84.2,3,14,23,метро Красносельская,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/309260627/
15500000,16.556350581889475,54.2,2,2,12,метро Владыкино,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/315590352/
70000000,18.064005800013632,80.5,3,13,21,метро Курская,5 минут пешком,1,5,https://www.cian.ru/sale/flat/312764341/
14000000,16.454567887579532,39.5,1,2,10,метро Партизанская,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/316734412/
18620000,16.739746829813196,40.4,1,13,32,метро Водный стадион,13 минут пешком,1,13,https://www.cian.ru/sale/flat/316417616/
11600000,16.266515656076592,38.7,1,6,8,метро Бульвар Адмирала Ушакова,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/314355747/
49500000,17.717483227538917,94.7,3,6,6,метро Китай-город,15 минут пешком,1,15,https://www.cian.ru/sale/flat/316397548/
27982359,17.14708483386929,88.3,3,2,4,метро Пятницкое шоссе,6 минут на транспорте,0,6,https://krasnogorsk.cian.ru/sale/flat/311942545/
16300000,16.60667566577699,52.8,2,2,5,метро Семёновская,7 минут на транспорте,0,7,https://www.cian.ru/sale/flat/314170930/
16900000,16.642824179893303,48.6,1,3,8,метро ВДНХ,16 минут пешком,1,16,https://www.cian.ru/sale/flat/313147831/
99185880,18.412506223414308,68.2,3,3,6,метро Таганская,7 минут пешком,1,7,https://www.cian.ru/sale/flat/282601201/
10458345,16.162910782285337,49.2,2,24,24,метро Медведково,17 минут на транспорте,0,17,https://mytishchi.cian.ru/sale/flat/313027019/
31500000,17.26549810379586,52.6,2,26,27,метро ВДНХ,14 минут пешком,1,14,https://www.cian.ru/sale/flat/315898143/
72900000,18.104599196978885,86.8,3,19,34,метро Парк Победы,17 минут пешком,1,17,https://www.cian.ru/sale/flat/316164504/
30000000,17.216707939626428,101.0,3,5,8,метро Нагорная,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/315211816/
7525410,15.83379585216479,41.1,1,3,25,метро Котельники,10 минут на транспорте,0,10,https://kotelniki.cian.ru/sale/flat/312673035/
8500000,15.955576721460544,25.0,1,3,9,метро Юго-Восточная,7 минут на транспорте,0,7,https://www.cian.ru/sale/flat/277525991/
17500000,16.67771143889374,50.0,2,2,13,метро Шаболовская,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/314585416/
11700000,16.275099399767985,35.2,1,12,14,метро Улица Академика Янгеля,19 минут пешком,1,19,https://www.cian.ru/sale/flat/312307750/
8700000,15.978833583624812,56.0,2,2,5,метро Прокшино,13 минут на транспорте,0,13,https://www.cian.ru/sale/flat/316665413/
12500000,16.34123920227253,44.3,2,7,9,метро Зюзино,13 минут пешком,1,13,https://www.cian.ru/sale/flat/316795761/
27000000,17.111347423968603,42.5,1,3,25,метро Терехово,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/314291878/
17750000,16.691896073885697,54.0,2,9,17,метро Юго-Западная,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/311718577/
37000000,17.4264284706085,72.2,3,8,11,метро Фили,17 минут пешком,1,17,https://www.cian.ru/sale/flat/316742796/
14200000,16.46875252257149,50.9,3,6,9,метро Кантемировская,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/315691164/
10900000,16.204273347199372,37.0,1,8,12,метро Братиславская,13 минут пешком,1,13,https://www.cian.ru/sale/flat/315928589/
31100000,17.252718377149463,64.2,3,6,7,метро Пушкинская,20 минут пешком,1,20,https://www.cian.ru/sale/flat/315704020/
60000000,17.909855120186375,85.0,2,22,85,метро Деловой центр,3 минуты пешком,1,3,https://www.cian.ru/sale/flat/220912363/
23000000,16.951004773893423,64.7,3,3,17,метро Пролетарская,4 минуты пешком,1,4,https://www.cian.ru/sale/flat/315560303/
31920000,17.278743330545883,85.0,3,21,21,метро Сокол,13 минут пешком,1,13,https://www.cian.ru/sale/flat/316382833/
16569010,16.623044641087976,55.7,2,12,17,метро Пыхтино,7 минут на транспорте,0,7,https://www.cian.ru/sale/flat/309349412/
31950000,17.27968273878782,83.6,3,5,12,метро Сокол,20 минут пешком,1,20,https://www.cian.ru/sale/flat/315703514/
18000000,16.70588231586044,35.2,1,9,18,метро Нагатинский Затон,7 минут пешком,1,7,https://www.cian.ru/sale/flat/314868238/
30500000,17.23323724157764,78.8,3,4,8,метро Академическая,9 минут пешком,1,9,https://www.cian.ru/sale/flat/306682066/
37500000,17.43985149094064,60.3,2,2,10,метро Трубная,16 минут пешком,1,16,https://www.cian.ru/sale/flat/314740485/
8300000,15.931766072766829,33.0,1,3,10,метро Саларьево,15 минут на транспорте,0,15,https://www.cian.ru/sale/flat/313167304/
15343288,16.54618867252612,35.7,1,18,30,метро Борисово,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/313034212/
38000000,17.45309671769066,70.0,2,6,8,метро Профсоюзная,10 минут пешком,1,10,https://www.cian.ru/sale/flat/310928418/
42000000,17.553180176247643,107.0,4,1,8,метро Площадь Революции,18 минут пешком,1,18,https://www.cian.ru/sale/flat/316217538/
12700000,16.35711255142882,60.4,2,9,12,метро Лермонтовский проспект,9 минут на транспорте,0,9,https://kotelniki.cian.ru/sale/flat/315666124/
12001800,16.300567196503398,41.5,1,10,20,метро Черкизовская,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/311574770/
13100000,16.38812278817138,50.0,1,6,10,метро Бульвар Адмирала Ушакова,9 минут пешком,1,9,https://www.cian.ru/sale/flat/302943559/
19571100,16.789564546274992,39.5,1,29,31,метро Бульвар Рокоссовского,7 минут на транспорте,0,7,https://www.cian.ru/sale/flat/316454999/
19200000,16.77042083699801,56.0,2,4,18,метро Кузьминки,3 минуты пешком,1,3,https://www.cian.ru/sale/flat/314046954/
7150000,15.78262291467019,27.0,1,1,5,метро Сокольники,17 минут пешком,1,17,https://www.cian.ru/sale/flat/283941996/
35950000,17.39763964213133,58.0,2,7,9,метро Смоленская,17 минут пешком,1,17,https://www.cian.ru/sale/flat/316590920/
4800000,15.38412647587812,22.3,1,13,15,метро Бабушкинская,12 минут на транспорте,0,12,https://mytishchi.cian.ru/sale/flat/316445997/
11200000,16.231424336265324,37.7,1,3,17,метро Владыкино,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/315984567/
12600000,16.349207371921707,36.6,1,3,17,метро Севастопольская,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/316182587/
30066931,17.218936487900375,96.7,4,20,20,метро Улица Горчакова,7 минут на транспорте,0,7,https://www.cian.ru/sale/flat/315219387/
13300000,16.40327459319198,70.0,2,9,16,метро Улица Дмитриевского,5 минут на транспорте,0,5,https://lyubertsy.cian.ru/sale/flat/316624592/
9593000,16.076544223800084,57.6,3,6,9,метро Чертановская,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/316513808/
9750000,16.09277784297403,32.0,1,3,9,метро Кленовый бульвар,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/315775139/
17500000,16.67771143889374,45.0,2,1,9,метро Беговая,18 минут пешком,1,18,https://www.cian.ru/sale/flat/262850044/
15250000,16.540090061017693,60.8,3,4,9,метро Бибирево,14 минут пешком,1,14,https://www.cian.ru/sale/flat/312275083/
21000000,16.860032995687696,65.0,3,12,15,метро Дмитровская,15 минут пешком,1,15,https://www.cian.ru/sale/flat/314268580/
6700000,15.717618084361195,40.8,2,1,3,метро Лухмановская,4 минуты на транспорте,0,4,https://lyubertsy.cian.ru/sale/flat/316771778/
15990000,16.587474084810136,78.0,2,13,27,метро Новогиреево,7 минут на транспорте,0,7,https://reutov.cian.ru/sale/flat/312287174/
10300000,16.147654453199863,32.3,1,7,9,метро Отрадное,11 минут пешком,1,11,https://www.cian.ru/sale/flat/315003595/
27950000,17.14592775756538,76.2,3,4,17,метро Мнёвники,2 минуты на транспорте,0,2,https://www.cian.ru/sale/flat/304746789/
18350000,16.725140132464855,50.9,2,9,14,метро Водный стадион,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/309540475/
13000000,16.38045991542581,41.6,2,7,16,метро Перово,5 минут пешком,1,5,https://www.cian.ru/sale/flat/312258662/
6500000,15.687312734865866,37.0,1,7,9,метро Сходненская,9 минут на транспорте,0,9,https://khimki.cian.ru/sale/flat/316813087/
6843677,15.738835718257493,36.9,1,17,17,метро Лухмановская,11 минут на транспорте,0,11,https://balashikha.cian.ru/sale/flat/315441197/
29000000,17.182806387950748,77.0,3,1,17,метро Новые Черёмушки,10 минут пешком,1,10,https://www.cian.ru/sale/flat/316715738/
21000000,16.860032995687696,58.4,3,4,9,метро ЦСКА,16 минут пешком,1,16,https://www.cian.ru/sale/flat/311489322/
30000000,17.216707939626428,63.0,2,4,5,метро Смоленская,5 минут пешком,1,5,https://www.cian.ru/sale/flat/316372121/
38990000,17.47881576095878,62.0,3,1,2,метро Крестьянская Застава,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/314821540/
12500000,16.34123920227253,38.7,1,11,14,метро Люблино,15 минут пешком,1,15,https://www.cian.ru/sale/flat/313560792/
29990000,17.21637455072519,78.4,3,3,12,метро Технопарк,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/315598558/
23158212,16.957860005616297,44.7,1,9,47,метро Фонвизинская,19 минут пешком,1,19,https://www.cian.ru/sale/flat/313332809/
30000000,17.216707939626428,77.0,3,3,4,метро Таганская,7 минут пешком,1,7,https://www.cian.ru/sale/flat/300387689/
6700000,15.717618084361195,48.5,2,5,5,метро Царицыно,27 минут на транспорте,0,27,https://domodedovo.cian.ru/sale/flat/313996890/
27999999,17.147715032425193,73.4,4,5,5,метро Тульская,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/299291660/
29900000,17.213369038360916,44.7,2,3,12,метро Молодёжная,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/314227783/
55000000,17.822843743196746,94.1,3,11,12,метро Сретенский бульвар,20 минут пешком,1,20,https://www.cian.ru/sale/flat/312915380/
22900000,16.946647468524468,74.0,3,12,22,метро Новаторская,15 минут пешком,1,15,https://www.cian.ru/sale/flat/316741028/
14553394,16.49333478898463,34.8,1,15,24,метро Боровское шоссе,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/306649980/
37000000,17.4264284706085,90.0,3,3,6,метро Красные Ворота,9 минут пешком,1,9,https://www.cian.ru/sale/flat/316386361/
23499000,16.972468425017485,64.0,2,19,22,метро Румянцево,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/315252557/
27900000,17.144137246791594,72.5,3,11,21,метро ЦСКА,19 минут пешком,1,19,https://www.cian.ru/sale/flat/316346832/
16600000,16.62491325332677,38.0,1,4,17,метро Потапово,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/315904324/
29000000,17.182806387950748,55.0,2,7,12,метро Студенческая,14 минут пешком,1,14,https://www.cian.ru/sale/flat/316587377/
28800000,17.175885945106174,96.0,4,5,10,метро Мякинино,3 минуты на транспорте,0,3,https://www.cian.ru/sale/flat/310635744/
9700000,16.08763644347361,31.4,1,1,5,метро Кузьминки,18 минут пешком,1,18,https://www.cian.ru/sale/flat/313775179/
37340000,17.43557569607785,76.8,3,26,26,метро Нагатинская,10 минут на транспорте,0,10,https://www.cian.ru/sale/flat/316194034/
26964900,17.110046578235554,91.2,2,30,31,метро Черкизовская,7 минут на транспорте,0,7,https://www.cian.ru/sale/flat/307507641/
49500000,17.717483227538917,94.7,3,6,6,метро Сухаревская,16 минут пешком,1,16,https://www.cian.ru/sale/flat/316397548/
16500000,16.61887093887081,45.0,2,5,5,метро Академическая,7 минут пешком,1,7,https://www.cian.ru/sale/flat/310989008/
23736948,16.9825433794879,71.1,3,19,32,метро Выхино,8 минут на транспорте,0,8,https://www.cian.ru/sale/flat/298393941/
20300000,16.826131444012017,44.0,1,4,12,метро Римская,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/312980016/
11200000,16.231424336265324,38.5,2,7,12,метро ВДНХ,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/316133669/
29000000,17.182806387950748,61.2,2,24,33,метро Крылатское,10 минут пешком,1,10,https://www.cian.ru/sale/flat/316016508/
85000000,18.258161814454592,98.0,3,3,17,метро Шаболовская,16 минут пешком,1,16,https://www.cian.ru/sale/flat/316744286/
11800000,16.283610089435893,44.8,2,1,5,метро Ботанический сад,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/314148338/
15394000,16.5494883810764,47.3,1,5,8,метро Ольховая,17 минут пешком,1,17,https://www.cian.ru/sale/flat/302379387/
10550000,16.17163641788635,43.3,2,5,5,метро Каширская,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/306597837/
13800000,16.440179150127435,72.3,3,13,16,метро Пятницкое шоссе,8 минут на транспорте,0,8,https://krasnogorsk.cian.ru/sale/flat/316221032/
9800000,16.0978929436408,30.0,1,3,9,метро Преображенская площадь,16 минут пешком,1,16,https://www.cian.ru/sale/flat/314947367/
11500000,16.25785759333348,60.0,2,10,17,метро Бульвар Дмитрия Донского,9 минут на транспорте,0,9,https://vidnoye.cian.ru/sale/flat/314012045/
15000000,16.523560759066484,36.5,1,4,30,метро Дубровка,17 минут пешком,1,17,https://www.cian.ru/sale/flat/311437618/
7500000,15.83041357850654,48.0,1,12,17,метро Братиславская,14 минут на транспорте,0,14,https://kotelniki.cian.ru/sale/flat/313354210/
19700000,16.796129193708218,42.0,2,29,34,метро Воронцовская,11 минут пешком,1,11,https://www.cian.ru/sale/flat/315243576/
18900000,16.75467248002987,69.6,3,23,24,метро Спартак,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/314009459/
24000000,16.99356438831222,79.3,3,2,8,метро Алексеевская,17 минут пешком,1,17,https://www.cian.ru/sale/flat/316035467/
6350000,15.663965370868874,32.5,1,4,8,метро Пятницкое шоссе,13 минут на транспорте,0,13,https://krasnogorsk.cian.ru/sale/flat/313149306/
11000000,16.213405830762646,67.4,3,9,9,метро Планерная,9 минут на транспорте,0,9,https://khimki.cian.ru/sale/flat/314653262/
15318054,16.544542690709857,67.8,3,14,15,метро Бунинская аллея,18 минут на транспорте,0,18,https://www.cian.ru/sale/flat/315218144/
36463570,17.41182423794524,47.3,1,19,21,метро Терехово,16 минут на транспорте,0,16,https://www.cian.ru/sale/flat/314457627/
13900000,16.44739939810092,59.8,3,3,9,метро Генерала Тюленева,7 минут пешком,1,7,https://www.cian.ru/sale/flat/313842212/
9450000,16.061525299469924,34.5,1,3,14,метро Окружная,14 минут пешком,1,14,https://www.cian.ru/sale/flat/316790367/
14100000,16.461685355348397,37.6,1,10,25,метро Электрозаводская,14 минут пешком,1,14,https://www.cian.ru/sale/flat/307183231/
9617705,16.07911622869205,39.6,2,3,16,метро Потапово,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/309032343/
10700000,16.185754299432134,77.5,3,10,24,метро Щёлковская,12 минут на транспорте,0,12,https://balashikha.cian.ru/sale/flat/313778319/
10980000,16.21158599404566,62.1,2,4,19,метро Аэропорт Внуково,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/307064395/
69800000,18.0611445677326,110.0,5,3,7,метро Чистые пруды,8 минут пешком,1,8,https://www.cian.ru/sale/flat/314796109/
9000000,16.012735135300492,35.3,1,8,12,метро Стахановская,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/316449698/
24200000,17.001863191126915,80.2,3,9,18,метро Владыкино,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/314299348/
23500000,16.972510979114386,59.5,3,3,5,метро Народное Ополчение,7 минут пешком,1,7,https://www.cian.ru/sale/flat/308488319/
11950000,16.296241836341792,67.4,2,3,9,метро Корниловская,7 минут на транспорте,0,7,https://www.cian.ru/sale/flat/314528886/
9000000,16.012735135300492,65.7,2,2,10,метро Свиблово,22 минуты на транспорте,0,22,https://mytishchi.cian.ru/sale/flat/316024516/
18823296,16.75060580962495,48.0,2,2,30,метро Каширская,8 минут на транспорте,0,8,https://www.cian.ru/sale/flat/301419726/
5950000,15.598901777521812,18.7,1,4,5,метро Солнцево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/313479995/
32434721,17.294740042773274,63.5,2,34,54,метро Тимирязевская,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/300289343/
45000000,17.622173047734595,109.1,4,3,5,метро Киевская,20 минут пешком,1,20,https://www.cian.ru/sale/flat/300539752/
132815600,18.70447225798708,98.6,2,8,27,метро Павелецкая,7 минут пешком,1,7,https://www.cian.ru/sale/flat/303040457/
129500000,18.679191439103867,94.0,2,2,8,метро Библиотека имени Ленина,19 минут пешком,1,19,https://www.cian.ru/sale/flat/307261028/
11500000,16.25785759333348,43.6,2,7,9,метро Пражская,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/299185442/
10900000,16.204273347199372,38.7,2,13,14,метро Окружная,19 минут пешком,1,19,https://www.cian.ru/sale/flat/316453183/
45000000,17.622173047734595,51.7,2,4,5,метро Александровский сад,19 минут пешком,1,19,https://www.cian.ru/sale/flat/304686800/
11350000,16.244728301891687,32.1,1,10,16,метро Корниловская,16 минут пешком,1,16,https://www.cian.ru/sale/flat/316740596/
48000000,17.686711568872166,101.5,4,2,4,метро Новослободская,17 минут пешком,1,17,https://www.cian.ru/sale/flat/316268051/
17200000,16.660419941783683,72.0,3,8,16,метро Рижская,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/315739524/
9585800,16.075793394724414,55.6,2,11,17,метро Первомайская,29 минут на транспорте,0,29,https://shchyolkovo.cian.ru/sale/flat/308385077/
8300000,15.931766072766829,58.3,2,5,17,метро Царицыно,24 минуты на транспорте,0,24,https://domodedovo.cian.ru/sale/flat/312642585/
34999000,17.370830047616945,73.0,3,5,9,метро Маяковская,18 минут пешком,1,18,https://www.cian.ru/sale/flat/309635655/
20600000,16.84080163375981,56.0,2,12,19,метро Коньково,19 минут пешком,1,19,https://www.cian.ru/sale/flat/313805057/
20900000,16.855259716935038,67.5,3,15,22,метро Бульвар Рокоссовского,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/315529382/
13000000,16.38045991542581,38.1,1,12,17,метро Орехово,7 минут пешком,1,7,https://www.cian.ru/sale/flat/316446124/
15200000,16.536805985816503,60.0,3,9,9,метро Кленовый бульвар,6 минут на транспорте,0,6,https://www.cian.ru/sale/flat/314113218/
17850000,16.69751406618992,51.5,2,2,17,метро Рижская,19 минут пешком,1,19,https://www.cian.ru/sale/flat/316633738/
16900000,16.642824179893303,63.3,3,3,12,метро Перово,18 минут пешком,1,18,https://www.cian.ru/sale/flat/315990142/
88000000,18.29284737244248,75.0,2,7,8,метро Охотный Ряд,17 минут пешком,1,17,https://www.cian.ru/sale/flat/312068074/
19000000,16.759949537130716,52.5,2,15,31,метро Рассказовка,3 минуты на транспорте,0,3,https://www.cian.ru/sale/flat/315270943/
9400000,16.056220247240233,32.9,1,2,9,метро Ясенево,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/315233659/
27500000,17.1296965626368,68.2,2,16,25,метро Лефортово,20 минут пешком,1,20,https://www.cian.ru/sale/flat/314224983/
13700000,16.432906390798355,43.9,2,1,5,метро Спортивная,4 минуты пешком,1,4,https://www.cian.ru/sale/flat/301849528/
8800000,15.990262279448435,41.0,1,6,6,метро Первомайская,16 минут пешком,1,16,https://www.cian.ru/sale/flat/315859468/
91642952,18.333410628038163,78.9,2,4,6,метро Боровицкая,13 минут пешком,1,13,https://www.cian.ru/sale/flat/313483205/
18100000,16.711422496236054,89.0,4,1,9,метро Рязанский проспект,19 минут пешком,1,19,https://www.cian.ru/sale/flat/312165390/
12900000,16.3727378693319,35.0,1,7,16,метро Красносельская,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/313779695/
9499000,16.06669708787232,38.0,2,4,14,метро Новогиреево,5 минут на транспорте,0,5,https://www.cian.ru/sale/flat/314788104/
18500000,16.733281290048552,73.0,3,15,17,метро Алма-Атинская,16 минут пешком,1,16,https://www.cian.ru/sale/flat/313856389/
35000000,17.37085861945369,68.0,3,19,24,метро Нагатинская,7 минут на транспорте,0,7,https://www.cian.ru/sale/flat/315202402/
10800000,16.195056692094447,30.0,1,5,9,метро Войковская,4 минуты на транспорте,0,4,https://www.cian.ru/sale/flat/312415961/
8500000,15.955576721460544,40.0,1,1,6,метро Прокшино,14 минут на транспорте,0,14,https://www.cian.ru/sale/flat/316540268/
